LF__,0.64028,45.11083
LFKT,9.19361,42.29083
LI__,12.11472,46.57555
LI__,12.13472,46.53472
LI__,12.13361,46.52111
LI__,11.86667,46.55000
LF__,5.69583,48.76333
LF__,-0.45444,49.31417
EGWC,-2.30556,52.64000
LI__,10.75722,45.58667
LFGH,2.91556,47.36111
LF__,-0.91889,47.97278
LI__,11.21250,42.49528
LI__,8.81667,40.93333
LF__,1.21500,45.10417
ED__,14.29194,51.76805
EDCD,14.53194,51.88945
EGXJ,-0.64861,52.73583
LF__,1.71889,43.80139
LFDV,0.18833,46.27056
LFPK,3.01444,48.83750
LFLJ,6.63472,45.39722
LF__,3.57722,48.31889
LS__,7.39250,47.35222
LSZJ,7.09028,47.18333
LF__,4.49583,48.99139
LF__,5.18000,43.86167
LF__,-1.03972,45.05416
LF__,5.18000,43.86250
LE__,-2.95028,41.86167
EGBE,-1.47972,52.36972
EGTC,-0.61667,52.07222
EGYD,-0.48333,53.03028
LF__,3.66333,47.69056
ED__,10.81667,50.77833
LFPC,2.51917,49.25361
LJ__,15.60611,46.35972
LILR,10.00194,45.16722
LI__,9.57222,45.36111
LS__,7.48833,46.26500
LJ__,13.91306,45.55722
EG__,1.32972,52.90222
GLD,-1.82167,52.79472
EGSO,1.11111,52.17111
GLD,-0.13861,52.71000
LF__,5.85333,44.06000
ED__,14.06889,53.01472
LH__,18.43056,47.35083
LH__,17.23333,46.79167
LE__,-2.14333,40.20278
LFTF,6.12722,43.24750
LI__,7.43000,44.93778
LIMZ,7.62306,44.54750
GLD,-1.84444,54.93333
LI__,8.72278,45.89889
EP__,19.20361,50.88472
EDMD,11.42278,48.22861
LK__,15.44861,49.07222
EDKV,6.52889,50.40556
LFYD,5.66389,48.08611
ED__,12.44444,54.26417
EDWC,8.18500,52.48750
LF__,5.35833,47.47722
EGML,0.24556,51.52861
ED__,7.16028,52.80250
EPDA,16.35306,54.40472
LDVD,17.03306,45.55944
ED__,8.19389,50.32167
GLD,6.85778,50.17583
LS__,9.84806,46.81445
LFBY,-1.06889,43.68917
EGKL,0.15639,50.87889
LFRG,0.16000,49.36333
GLD,8.81750,48.63833
EG__,-0.58917,52.50639
